wordid,lemma,synsetid,senseid,pos,lexdomainid,definition,lastmodifier,sumo
51236,hagok,100837098,49998,n,0,isang maikli at hirap na pag hinga ng nakabukas nag bunganga,1,Inhaling
51235,hagak,100837098,49997,n,0,isang maikli at hirap na pag hinga ng nakabukas nag bunganga,1,Inhaling
51234,tumigok,200358431,49996,v,0,"malagutan ng hininga, mabaiwan ng buhay",1,Death
51233,matepok,200358431,49995,v,0,"malagutan ng hininga, mabaiwan ng buhay",1,Death
51232,mamatay,200358431,49994,v,0,"malagutan ng hininga, mabaiwan ng buhay",1,Death
51231,magwakas,200004227,49993,v,0,matapos ang pagiging balido,1,Breathing
51230,maghinagpis,201797347,49992,v,0,makaramdam ng kalungkutan,1,IntentionalPsychologicalProcess
51229,kalungkutan,113989051,49991,n,0,ang kalagayan ng pagiging malungkot,1,EmotionalState
51228,pighati,107535670,49989,n,0,kahit anong nagdudulot ng lubos na kalungkutan,1,EmotionalState
49672,dalamhati,107535670,49990,n,0,kahit anong nagdudulot ng lubos na kalungkutan,1,EmotionalState
51227,pagdurusa,107534430,49988,n,0,kalungkutan na nadulot ng pagkakagawa ng mali,1,Unhappiness
51226,pagdaramdam,105833683,49987,n,0,isang emosyon ng kalungkutan na madalas nararamdaman sa pagkawala ng isang mahal sa buhay,1,EmotionalState
51225,kulang,302239746,49985,a,0,may nawawalang parte o mga parte,1,TextureAttribute
51224,windang,301274626,49984,a,0,nailagay sa isang kalagayan ng pagkalito,1,SubjectiveAssessmentAttribute
51223,pautal-utal,300735195,49983,a,0,hindi perpektong pagsasalita o pagkasulat,1,SubjectiveAssessmentAttribute
51222,baku-bako,300680156,49982,a,0,hindi pantay pantay na pook (maaring mga kalsada),1,Damaging
51221,lubak-lubak,300680156,49981,a,0,hindi pantay pantay na pook (maaring mga kalsada),1,Damaging
51220,napaamo,300540366,49980,a,0,naturuan sumunod,1,SelfConnectedObject[
51219,nasira,300524388,49979,a,0,hindi natupad (maaring mga pangako o kasunduan),1,NormativeAttribute
51218,nalabag,300524388,49978,a,0,hindi natupad (maaring mga pangako o kasunduan),1,NormativeAttribute
51217,napahina,300289983,49976,a,0,napangibabawan o nagapi ang kondisyon o kalagayan,1,Separating
51065,lupaypay,300289983,49977,a,0,napangibabawan o nagapi ang kondisyon o kalagayan,1,Separating
51216,putol,300289594,49975,a,0,hindi tuloy tuloy o pabigla biglang nag-iiba,1,NormativeAttribute
51215,putul-putol,300289594,49974,a,0,hindi tuloy tuloy o pabigla biglang nag-iiba,1,NormativeAttribute
51214,pira-piraso,300289082,49973,a,0,estado kung saan wala sa tamang kondisyon ang isang tao o bagay,1,Detaching
51213,basag-basag,300289082,49972,a,0,estado kung saan wala sa tamang kondisyon ang isang tao o bagay,1,Detaching
48350,wasak,300289082,46694,a,0,estado kung saan wala sa tamang kondisyon ang isang tao o bagay,1,Detaching
48351,sira,300289082,46695,a,0,estado kung saan wala sa tamang kondisyon ang isang tao o bagay,1,Detaching
51212,pangungulila,107535010,49971,n,0,labis na kalungkutan dulot ng pagkawala ng isang minamahal sa buhay,1,Unhappiness
51211,dumaing,201802219,49970,v,0,ipakita ang kalungkutan gamit ang salita,1,Expressing
51210,maghinaing,201802219,49969,v,0,ipakita ang kalungkutan gamit ang salita,1,Expressing
51209,manghinayang,200911350,49968,v,0,maging malumbay ng lubusan,1,Communication
51208,magreklamo,200911350,49967,v,0,maging malumbay ng lubusan,1,Communication
51207,managhoy,200911350,49966,v,0,maging malumbay ng lubusan,1,Communication
51206,lamentasyon,106379568,49965,n,0,isang iyak ng kalungkutan at paghihirap,1,Text
51205,panaghoy,106379568,49964,n,0,isang iyak ng kalungkutan at paghihirap,1,Text
51204,misa,107050619,49963,n,0,isang kanta ng paglalamay na tinutugtog bilang paalala sa isang taong namatay na,1,Music
51203,kumedya,107015510,49962,n,0,pelikula o palabas na pampatawa,1,DramaticPlay
51202,nakalipas,115263138,49961,n,0,hindi malayong nakaraan,1,PastFn
51201,kahapon,115156187,49960,n,0,ang araw bago ang ngayon,1,Day
51200,pagkasuklam,107503987,49959,n,0,"matinding abseryon, repulsyon o pagtanggi",1,EmotionalState
51199,pagkamuhi,107503987,49958,n,0,"matinding abseryon, repulsyon o pagtanggi",1,EmotionalState
51198,terror,103537866,49957,n,0,kahit anong nagdudulot ng takot,1,SubjectiveAssessmentAttribute
51197,horror,103537866,49956,n,0,kahit anong nagdudulot ng takot,1,SubjectiveAssessmentAttribute
51196,lagim,107520411,49955,n,0,malalim at grabeng katatakutan,1,Anxiety
51195,sindak,107520411,49954,n,0,malalim at grabeng katatakutan,1,Anxiety
51194,hantingin,201144657,49951,v,0,hanapa ang isang lokasyon para sa biktima (hayop o tao),1,Pursuing
51193,maghanap,201316401,49950,v,0,subukan tuklasan ang lokasyon,1,Pursuing
51187,hanapin,201316401,49949,v,0,subukan tuklasan ang lokasyon,1,Pursuing
51192,harasin,202003601,49948,v,0,paghabol sa mga tao o hayop,1,Pursuing
48339,habulin,202003601,46683,v,0,paghabol sa mga tao o hayop,1,Pursuing
48338,tugisin,202003601,46682,v,0,paghabol sa mga tao o hayop,1,Pursuing
51191,mangaso,201143838,49947,v,0,tugisin para sa pagkain o libangan,1,Hunting
51190,mangapkap,201317723,49946,v,0,ipailalim sa paghahanap,1,Investigating
51189,kapkapan,201317723,49945,v,0,ipailalim sa paghahanap,1,Investigating
51188,suriin,200648224,49944,v,0,maghanap ng impormasyon,1,Investigating
51187,hanapin,201315613,49943,v,0,"subukan itatag ang katayuan ng isang bagay, subukan idiskubre",1,Pursuing
51187,hanapin,202153709,53184,v,39,paghahanap,1,Pursuing
51186,tagapagbabala,109771855,49942,n,0,isang tao na nagbibigay ng babala para maiwasan ang pagkakamali,1,Human
51185,tagapagpaalala,109771855,49941,n,0,isang tao na nagbibigay ng babala para maiwasan ang pagkakamali,1,Human
51184,monitor,103782190,49940,n,0,screen ng computer,1,ComputerTerminal
51183,kaalyado,109785042,49939,n,0,isang kasamahan na nagbibigay tulong,1,SocialRole
51182,kaibigan,109463859,50409,n,0,taong kilala mo,1,None
51182,kaibigan,109763784,49938,n,0,isang taong kilalang kilala mo na merong tiwala mo at pagmamahal,1,SocialRole
51181,patagusin,201512259,49937,v,0,itulak o ibaon ng may pwersa,1,Impelling
51180,itusok,201512259,49936,v,0,itulak o ibaon ng may pwersa,1,Impelling
51179,magtulak,201646300,49935,v,0,ganyakin para gawin ang isang bagay,1,IntentionalProcess
48385,itulak,201646300,49934,v,0,ganyakin para gawin ang isang bagay,1,IntentionalProcess
51178,pilitin,201516534,49933,v,0,dalhin patungo o mula sa isang gawain o estado,1,Process
50896,udyok,201516534,49568,v,0,dalhin patungo o mula sa isang gawain o estado,1,Process
50895,puwersa,201516534,49566,v,0,dalhin patungo o mula sa isang gawain o estado,1,Process
48385,itulak,201516534,49567,v,0,dalhin patungo o mula sa isang gawain o estado,1,Process
61092,bayuhin,201516534,61750,v,0,dalhin patungo o mula sa isang gawain o estado,1,Process
51177,ibiyahe,201930117,49932,v,0,ikarga o ilipat sa loob ng isang sasakyan,1,LandTransportation
51176,hipuin,201251109,49931,v,0,hawakan ng tuloy-tuloy,1,Touching
51175,ngumatngat,201559473,49930,v,0,laserahin sa pamamagitan ng pagkagat,1,Cutting
51174,mamuroblema,201765908,49929,v,0,"hindi mapakali ang pagiisip, magulo ang pagiisip",1,IntentionalPsychologicalProcess
51173,mabagabag,201765908,49928,v,0,"hindi mapakali ang pagiisip, magulo ang pagiisip",1,IntentionalPsychologicalProcess
51172,mabahala,201767163,49927,v,0,mag-alala o hindi mapalagay,1,Anxiety
51171,paglalaban,100789237,49926,n,0,kahit anong alitan sa pagitan ng dalawang magkalaban (mga indibidwal o grupo),1,Contest
51170,duwelo,101172784,49925,n,0,isang pagtutuos sa pagitan ng dalawang indibidwal kung saan naglalaban sila para sa karangalan,1,ViolentContest
51169,Ingles,109732668,49924,n,0,tumutukoy sa mga ugali ng mga nakatira sa Inglatera at mga kultura nila,1,EthnicGroup
51168,mababaw,300693570,49923,a,0,mabilis maistorbo o magambala,1,Asleep
51168,mababaw,300361837,51898,s,0,kaswal at hindi mapipigilan sa sekswal na pag-uugali,1,SubjectiveAssessmentAttribute
52672,makati,300361837,51895,s,0,kaswal at hindi mapipigilan sa sekswal na pag-uugali,1,SubjectiveAssessmentAttribute
52673,mahalay,300361837,51896,s,0,kaswal at hindi mapipigilan sa sekswal na pag-uugali,1,SubjectiveAssessmentAttribute
52674,magaslaw,300361837,51897,s,0,kaswal at hindi mapipigilan sa sekswal na pag-uugali,1,SubjectiveAssessmentAttribute
51167,pangkatuwaan,302121572,49922,a,0,"sinadya para maging libangan, hindi dapat seryoso",1,SubjectiveAssessmentAttribute
51166,hindi seryoso,302165318,49921,a,0,hindi ganoon kaimportante o hindi ganoon kahalaga,1,SubjectiveAssessmentAttribute
51165,kakaunti,302337329,49920,s,0,kaunti unti lamang,1,SubjectiveAssessmentAttribute
49698,kakatiting,302337329,48165,s,0,kaunti unti lamang,1,SubjectiveAssessmentAttribute
49697,kakarampot,302337329,48164,s,0,kaunti unti lamang,1,SubjectiveAssessmentAttribute
51164,maliwanag,300402732,50453,a,0,malinaw,1,None
51588,klaro,300402732,50452,a,0,malinaw,1,None
51164,maliwanag,300269989,49919,a,0,puno ng liwanag o nagbibigay ilaw,1,RadiatingLight
51163,walang problema,301190316,49918,a,0,hindi masyado nag-iisip ng mga alalahanin,1,SubjectiveAssessmentAttribute
51162,mapusyaw,300408660,49917,a,0,hindi matingkad ang kulay,1,ColorAttribute
51161,maputla,300408660,49916,a,0,hindi matingkad ang kulay,1,ColorAttribute
51161,maputla,302545257,50020,a,0,mukhang sakitin,1,None
51160,magaan,301186408,49915,a,0,medyo konti o mababa ang timbang,1,SubjectiveAssessmentAttribute
51160,magaan,301192035,51884,s,0,pagkakaroon ng kaunting epekto,1,SubjectiveAssessmentAttribute
51062,mahina,301192035,51886,s,0,pagkakaroon ng kaunting epekto,1,SubjectiveAssessmentAttribute
52666,malamlam,301192035,51885,s,0,pagkakaroon ng kaunting epekto,1,SubjectiveAssessmentAttribute
51160,magaan,400148139,51902,r,2,sa maluwag na pamamaraan,1,SubjectiveAssessmentAttribute
52663,madali,400148139,51901,r,2,sa maluwag na pamamaraan,1,SubjectiveAssessmentAttribute
51159,Filipino (wika),106939756,49914,n,0,ang opisyal na lenggwahe na ginagamit sa bansang Pilipinas,1,NaturalLanguage
51158,Filipino,109727440,49913,n,0,mamamayan ng Pilipinas,1,EthnicGroup
51157,panuhol,113285101,49912,n,0,pera na ginagamit para suhulan ang iba,1,FinancialTransaction
51156,sabon,104253437,49911,n,0,gamit na panglinis na gawa sa gulay o taba ng hayop,1,Detergent
51156,sabon,103677231,51018,n,0,uri ng sabon na pormang likido,1,Solution
51155,aralin,100729285,49910,n,0,ang gawain na binigay sa isang indibidwal para pag-aralan,1,EducationalProcess
51155,aralin,106606044,49909,n,0,may katuturan na parte ng isang istorya o pangyayari,1,Proposition
51154,sermon,106672752,49908,n,0,isang pahirap para maging babala o banta para sa iba,1,NormativeAttribute
51153,parusa,106672752,49907,n,0,isang pahirap para maging babala o banta para sa iba,1,NormativeAttribute
51152,leksyon,100889472,49906,n,0,isang yunit ng panuto,1,EducationalProcess
51151,sugat,114298815,49905,n,0,kahit anong biyak sa balat o parte ng katawan na sanhi ng bayolenteng paghiwa,1,Injuring
51151,sugat,104693900,54341,n,7,indikasyon ng pagkasira,1,ShapeAttribute
50171,pilat,104693900,54342,n,7,indikasyon ng pagkasira,1,ShapeAttribute
49726,bakas,104693900,54345,n,7,indikasyon ng pagkasira,1,ShapeAttribute
48939,labi,104693900,62065,n,7,indikasyon ng pagkasira,1,ShapeAttribute
48246,tanda,104693900,62063,n,7,indikasyon ng pagkasira,1,ShapeAttribute
54747,galos,104693900,54343,n,7,indikasyon ng pagkasira,1,ShapeAttribute
54748,gasgas,104693900,54344,n,7,indikasyon ng pagkasira,1,ShapeAttribute
61354,palatandaan,104693900,62064,n,7,indikasyon ng pagkasira,1,ShapeAttribute
61355,bestihiyo,104693900,62066,n,7,indikasyon ng pagkasira,1,ShapeAttribute
61356,dasto,104693900,62067,n,7,indikasyon ng pagkasira,1,ShapeAttribute
51150,ipagpalagay,200950431,49904,v,0,"konsiderahin, ilagay sa kosiderasyon",1,IntentionalPsychologicalProcess
51149,bilangin,200948071,49903,v,0,tukuyin kung pang ilang numero,1,Counting
51148,ibilang,200948071,49902,v,0,tukuyin kung pang ilang numero,1,Counting
51147,magbilang,200948071,49901,v,0,tukuyin kung pang ilang numero,1,Counting
51146,bumilang,200948071,49900,v,0,tukuyin kung pang ilang numero,1,Counting
51149,bilangin,200946755,54244,v,32,magbilang,1,Counting
51145,kasarian,105006898,49899,n,0,ang klasipikasyon kung saan binubuo ng dalawang klase--lalake at babae,1,SexAttribute
51142,ani,113085864,49895,n,0,mga binunga ng mga tanim na halaman,1,FruitOrVegetable
51141,magsakol,201320009,49894,v,0,kolektahin ang mga binunga ng mga halaman o patanim,1,Harvesting
51140,mamitas,201320009,49893,v,0,kolektahin ang mga binunga ng mga halaman o patanim,1,Harvesting
51139,umani,201320009,49892,v,0,kolektahin ang mga binunga ng mga halaman o patanim,1,Harvesting
61603,gapasin,201320009,62408,v,0,kolektahin ang mga binunga ng mga halaman o patanim,1,Harvesting
51138,humitit o magpaturok,201165043,49891,v,0,pag-gamit ng droga,1,Ingesting
51137,saidin,201158572,49890,v,0,gamitin ng lubusan hanggang maubos,1,uses
51136,sagarin,201158572,49889,v,0,gamitin ng lubusan hanggang maubos,1,uses
49675,ubusin,201158572,49888,v,0,gamitin ng lubusan hanggang maubos,1,uses
51135,samantalahin,202600490,49887,v,0,gamitin ang ang kabaitan o kabobohan o pagkamasunurin ng ibang tao para sa pang-sariling hangarin,1,uses
51134,gumamit,201158872,49886,v,0,ilagay sa serbisyo,1,uses
51133,gamitin,201158872,49885,v,0,ilagay sa serbisyo,1,uses
51132,turista,110718131,49884,n,0,isang tao na naglalakbay sa ngalan ng kasiyahan,1,SocialRole
51131,pangasiwaan,202439732,49883,v,0,"maging gabay, maari sa direksyon o sa mga payo",1,Guiding
51130,mangasiwa,202439732,49882,v,0,"maging gabay, maari sa direksyon o sa mga payo",1,Guiding
51129,umugit,201931768,49881,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51128,ugitan,201931768,49880,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51127,tultulan,201931768,49879,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51126,mag-giya,201931768,49878,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51125,mag-gabay,201931768,49877,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51124,gumabay,201931768,49876,v,0,pagpasyahan ang direksyon ng lalakbayin,1,Driving
51123,alakbay,110562749,49875,n,0,tagahawan ng landas na tatahakin,1,Position
51122,akay,110562749,49874,n,0,tagahawan ng landas na tatahakin,1,Position
51121,taga-akay,110562749,49873,n,0,tagahawan ng landas na tatahakin,1,Position
51120,halimbawa,105938976,49872,n,0,isang modelo kung saan nagsisilbing disenyo para sa pagkukumpara,1,Abstract
51120,halimbawa,105820620,51061,n,0,bagay na kabilang at kumakatawan sa isang kabuuan,1,instance
51582,sampol,105820620,51062,n,0,bagay na kabilang at kumakatawan sa isang kabuuan,1,instance
51120,halimbawa,105937112,51063,n,0,tao o bagay na hinahangaan,1,Abstract
48408,huwaran,105937112,46753,n,0,tao o bagay na hinahangaan,1,Abstract
48407,modelo,105937112,46752,n,0,tao o bagay na hinahangaan,1,Abstract
51581,ehemplo,105937112,51064,n,0,tao o bagay na hinahangaan,1,Abstract
51120,halimbawa,105925366,51068,n,0,natatanging modelo o huwaran,1,SubjectiveAssessmentAttribute
51581,ehemplo,105925366,51070,n,0,natatanging modelo o huwaran,1,SubjectiveAssessmentAttribute
51582,sampol,105925366,51069,n,0,natatanging modelo o huwaran,1,SubjectiveAssessmentAttribute
52122,padron,105925366,51067,n,0,natatanging modelo o huwaran,1,SubjectiveAssessmentAttribute
51119,aklat-gabay,106422740,49871,n,0,isang libro kung saan naglalaman ng mga panuto,1,Book
51118,gayd,110741821,49869,n,0,tao nagmamahala sa ibang tao,1,Position
48413,gabay,110741821,46758,n,0,tao nagmamahala sa ibang tao,1,Position
48412,patnubay,110741821,46757,n,0,tao nagmamahala sa ibang tao,1,Position
51117,pahintuin,200355365,49868,v,0,pigilan ang pagoopera o pag-galaw,1,IntentionalProcess
51116,palipasin,200355524,49867,v,0,palampasin hanggang mawalan ng lakas gumalaw,1,Process
51115,mamerhuwisyo,201323958,49862,v,0,"patayin, kadalasan pasadya",1,Killing
51114,pumatay,201323958,49861,v,0,"patayin, kadalasan pasadya",1,Killing
61614,tiwakal,201323958,62420,v,0,"patayin, kadalasan pasadya",1,Killing
51114,pumatay,100219012,62225,n,4,pagbawi ng buhay,17,Killing
61474,pumaslang,100219012,62226,n,4,pagbawi ng buhay,17,Killing
51113,sumbaybay,202131963,49860,v,0,tiyakin gamit ang pagoobserba,1,Looking
51112,mag-sentinel,202151966,49859,v,0,"maging alisto, maging handa, maging maingat",1,Looking
51111,mag-gwardiya,202151966,49858,v,0,"maging alisto, maging handa, maging maingat",1,Looking
51110,magtanod,202128653,49857,v,0,panuorin ng maigi,1,Looking
51109,mag-antabay,202128653,49856,v,0,panuorin ng maigi,1,Looking
51108,tunghayan,202150948,49855,v,0,magmasid o pagmasdan,1,Looking
51107,masid,202150948,49854,v,0,magmasid o pagmasdan,1,Looking
51106,masdan,202150948,49853,v,0,magmasid o pagmasdan,1,Looking
51105,matyagan,202455407,49852,v,0,sundan ng masinsinan gamit ang mata o isipan,1,Looking
51104,magmasid,202455407,49851,v,0,sundan ng masinsinan gamit ang mata o isipan,1,Looking
51103,tumanaw,202150510,49850,v,0,tignan ng atentibo,1,Looking
51102,larawan,103876519,49849,n,0,isang graphic art na ginagawa gamit ang pag lalagay ng iba't ibang uri ng pintura,1,PaintedPicture
52118,retrato,103876519,51056,n,0,isang graphic art na ginagawa gamit ang pag lalagay ng iba't ibang uri ng pintura,1,PaintedPicture
52119,lamina,103876519,51057,n,0,isang graphic art na ginagawa gamit ang pag lalagay ng iba't ibang uri ng pintura,1,PaintedPicture
51102,larawan,103925226,51058,n,0,"imahen ng isang tao, hayop, o anumang bagay na likha ng pagkakaguhit, potograpiya, at iba pa",1,Photograph
52118,retrato,103925226,51059,n,0,"imahen ng isang tao, hayop, o anumang bagay na likha ng pagkakaguhit, potograpiya, at iba pa",1,Photograph
52119,lamina,103925226,51060,n,0,"imahen ng isang tao, hayop, o anumang bagay na likha ng pagkakaguhit, potograpiya, at iba pa",1,Photograph
51100,lumihis,200776059,49845,v,0,wag sumailalim,1,Stating
51099,tumaliwas,200776059,49844,v,0,wag sumailalim,1,Stating
51098,sumalungat,202663141,49843,v,0,maging magkaiba ang paniniwala o aksyon,1,not
51097,pagdating,100048374,49842,n,0,ang pag hantong sa isang lugar,1,Arriving
51096,drowing,107003119,49841,n,0,isang ilustrasyon kung saan ginuhit gamit ang kamay at ipinahayag sa isang magazine o aklat,1,Icon
51095,etniko,302248693,49840,a,0,nanggaling o nakuha sa paraan ng pamumuhay ng isang grupo ng mga tao,1,EthnicGroup
51094,aktib\,300885099,49839,a,0,nagtratrabaho ng lubusan para paangatin ang isang enterprise,1,SubjectiveAssessmentAttribute
51093,masikap,300885099,49838,a,0,nagtratrabaho ng lubusan para paangatin ang isang enterprise,1,SubjectiveAssessmentAttribute
51092,masigasig,300885099,49837,a,0,nagtratrabaho ng lubusan para paangatin ang isang enterprise,1,SubjectiveAssessmentAttribute
51091,masigla,300873603,49836,a,0,nagtataglay o nagpapakita ng sigla,1,SubjectiveAssessmentAttribute
